SMIRKS,Temp,First label,Second label
"C[C:21](C=C)([C:20](=O)[O:10])OO>>C[C:21](C=C)OO.[C:20](=O)=[O:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,retroaddition
"CC(C=C)(C(=O)OO)O[O:20].[N:10]=O>>CC(C=C)(C(=O)OO)O[O:20][N:10]=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(C=C)(C(=O)OO)[O:20][O:21]N=O>>CC(C=C)(C(=O)OO)[O:20].N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[H:3][C:2](=[O:1])[C:4]([CH3:5])([CH:8]=[CH2:9])[O:6][O:7]>>[H:3][O:7][O:6][C:4]([CH3:5])([CH:8]=[CH2:9])[C:2]=[O:1] 2,3-3,7;2,3-2;7-3,7",Room Temperature,Propagation,abstraction
"[H:7][O:6][O:5][C:3]([CH3:4])([CH:8]=[CH2:9])[C:2]=[O:1]>>[H:7][O:6][O:5][C:3]([CH3:4])[CH:8]=[CH2:9].[C:2]=[O:1] 2,3-2;2,3-3",Room Temperature,Initiation,homolyze
"[H:7][O:6][O:5][C:3]([CH3:4])[CH:2]=[CH2:1]>>[H:7][O:6].[CH3:4][C:3](=[O:5])[CH:2]=[CH2:1] 5,6-6;5,6-3,5;3-3,5",Room Temperature,Propagation,retroaddition
"[H:9][O:8][O:7][CH:6][CH:5]=[C:3]([CH3:4])[CH:2]=[O:1]>>[H:9][O:8].[CH3:4][C:3](=[CH:5][CH:6]=[O:7])[CH:2]=[O:1] 7,8-6,7;7,8-8;6-6,7",Room Temperature,Propagation,retroaddition
"[H:8][C:7](=[O:9])[C:6]([CH3:10])([CH:2]([CH2:3][O:4][O:5])[OH:1])[O:11][O:12][H:13]>>[H:8][O:5][O:4][CH2:3][CH:2]([C:6]([CH3:10])([C:7]=[O:9])[O:11][O:12][H:13])[OH:1] 7,8-5,8;7,8-7;5-5,8",Room Temperature,Propagation,abstraction
"[H:6][O:5][O:4][CH2:3][CH:2]([C:7]([CH3:10])([C:8]=[O:9])[O:11][O:12][H:13])[OH:1]>>[H:6][O:5][O:4][CH2:3][CH:2]([C:7]([CH3:10])[O:11][O:12][H:13])[OH:1].[C:8]=[O:9] 7,8-7;7,8-8",Room Temperature,Initiation,homolyze
"[H:6][O:5][O:4][CH2:3][CH:2]([C:7]([CH3:8])[O:9][O:10][H:11])[OH:1]>>[H:11][O:10].[H:6][O:5][O:4][CH2:3][CH:2]([C:7](=[O:9])[CH3:8])[OH:1] 9,10-10;9,10-7,9;7-7,9",Room Temperature,Propagation,retroaddition
"[H:9][C:8](=[O:10])[C:7]([CH3:11])([CH:2]([CH2:3][O:4][O:5][H:6])[OH:1])[O:12][O:13]>>[H:6][O:5][O:4][CH2:3][CH:2]([C:7]([CH3:11])([C:8]=[O:10])[O:12][O:13][H:9])[OH:1] 8,9-9,13;8,9-8;13-9,13",Room Temperature,Propagation,abstraction
"[H:6][O:5][O:4][CH2:3][CH:2]([C:7]([CH3:10])([C:8]=[O:9])[O:11][O:12][H:13])[OH:1]>>[H:6][O:5][O:4][CH2:3][CH:2]([C:7]([CH3:10])[O:11][O:12][H:13])[OH:1].[C:8]=[O:9] 7,8-8;7,8-7",Room Temperature,Initiation,homolyze
"[H:9][O:8][O:7][CH2:6][CH:5][C:3]([CH3:4])([CH:2]=[O:1])[OH:10]>>[H:9][O:8].[CH3:4][C:3]([CH:2]=[O:1])([CH:5]1[CH2:6][O:7]1)[OH:10] 7,8-8;7,8-5,7;5-5,7",Room Temperature,Propagation,retroaddition
"[H:20][C:21](=O)/C=C(/C)\CO.[OH:10]>>[H:20][OH:10].C/C(=C/[C:21]=O)/CO 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](=O)C(C(C)(CO)O[O:10])O>>[H:20][O:10]OC(C)(CO)C([C:21]=O)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC([CH:20](O)[C:10]=O)(OO)CO>>[C:10]=O.CC([CH:20]O)(OO)CO 10,20-10;10,20-20",Room Temperature,Initiation,homolyze
"[H:20][O:21][CH:22]C(CO)OO.[O:10][O]>>[H:20][O:10][O].C(C([CH:22]=[O:21])OO)O 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][CH:21](/C(=C\C(=O)O[O:10])/C)O>>[H:20][O:10]OC(=O)/C=C(/C)\[CH:21]O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](=O)/C(=C\CO)/C.[OH:10]>>[H:20][OH:10].C/C(=C/CO)/[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C/C(=C/CO)/[C:10]=O.[O:20][O]>>C/C(=C/CO)/[C:10](=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](/C=C(/C)\C(=O)O[O:10])O>>[H:20][O:10]OC(=O)/C(=C\[CH:21]O)/C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"O[CH:22]/[CH:21]=[C:20](C(OO)=O)\C.[O:10][O]>>O/[CH:22]=[CH:21]\[C:20](C(OO)=O)([O:10][O])C 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,recombine
"C/[C:20](=[CH:21]/CO)/C=O.[OH:10]>>C[C:20]([CH:21]CO)(C=O)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C/[C:21](=[CH:20]/CO)/C=O.[OH:10]>>C[C:21](C=O)[CH:20](CO)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC(C=O)(C(C[O:20])COO)OO.[N+:10](=O)[O-]>>CC(C=O)(C(C[O:20][N+:10](=O)[O-])COO)OO 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]O.[OH:10]>>[H:20][OH:10].[CH2:21]O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][CH2:22].[O:10][O]>>[H:20][O:10][O].[CH2:22]=[O:21] 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][CH:21](C)O.[OH:10]>>[H:20][OH:10].C[CH:21]O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][CH:22]C.[O:10][O]>>[H:20][O:10][O].C[CH:22]=[O:21] 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][CH:21](CC)O.[OH:10]>>[H:20][OH:10].CC[CH:21]O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][CH:22]CC.[O:10][O]>>[H:20][O:10][O].CC[CH:22]=[O:21] 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][CH2:21]CCO.[OH:10]>>[H:20][OH:10].[CH2:21]CCO 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH2:10]CCO.[O:20][O]>>C(CO)[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](C)CO.[OH:10]>>[H:20][OH:10].C[CH:21]CO 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[CH:10]CO.[O:20][O]>>C[CH:10](CO)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](C)(C)O.[OH:10]>>[H:20][OH:10].C[C:21](C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][C:22](C)C.[O:10][O]>>[H:20][O:10][O].C[C:22](=[O:21])C 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][CH2:21]C(C)O.[OH:10]>>[H:20][OH:10].CC([CH2:21])O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC([CH2:10])O.[O:20][O]>>CC([CH2:10][O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](CCC)O.[OH:10]>>[H:20][OH:10].CCC[CH:21]O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][CH:22]CCC.[O:10][O]>>[H:20][O:10][O].CCC[CH:22]=[O:21] 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][CH:21](CC)CO.[OH:10]>>[H:20][OH:10].CC[CH:21]CO 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC[CH:10]CO.[O:20][O]>>CC[CH:10](CO)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](C)CCO.[OH:10]>>[H:20][OH:10].C[CH:21]CCO 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[CH:10]CCO.[O:20][O]>>C[CH:10](CCO)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](C)C(C)O.[OH:10]>>[H:20][OH:10].C[CH:21]C(C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[CH:10]C(C)O.[O:20][O]>>CC([CH:10](C)[O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](C)(CC)O.[OH:10]>>[H:20][OH:10].CC[C:21](C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][C:22](C)CC.[O:10][O]>>[H:20][O:10][O].CC[C:22](=[O:21])C 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][CH:21](C(C)C)O.[OH:10]>>[H:20][OH:10].CC(C)[CH:21]O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][CH:22]C(C)C.[O:10][O]>>[H:20][O:10][O].CC(C)[CH:22]=[O:21] 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][C:21](C)(C)CO.[OH:10]>>[H:20][OH:10].C[C:21](C)CO 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[C:10](C)CO.[O:20][O]>>C[C:10](C)(CO)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]C(C)CO.[OH:10]>>[H:20][OH:10].CC([CH2:21])CO 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC([CH2:10])CO.[O:20][O]>>CC(CO)[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]C(C)(C)O.[OH:10]>>[H:20][OH:10].CC(C)([CH2:21])O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(C)([CH2:10])O.[O:20][O]>>CC(C)([CH2:10][O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](C(C)CC)O.[OH:10]>>[H:20][OH:10].CCC(C)[CH:21]O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][CH:22]C(C)CC.[O:10][O]>>[H:20][O:10][O].CCC(C)[CH:22]=[O:21] 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][C:21](C)(CC)CO.[OH:10]>>[H:20][OH:10].CC[C:21](C)CO 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC[C:10](C)CO.[O:20][O]>>CC[C:10](C)(CO)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](C)C(C)CO.[OH:10]>>[H:20][OH:10].C[CH:21]C(C)CO 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[CH:10]C(C)CO.[O:20][O]>>CC(CO)[CH:10](C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:8][C:7]([H:9])([H:10])[CH2:6][C:4]([CH3:3])([CH3:11])[OH:5].[H:2][O:1]>>[H:8][C:7]([H:9])[CH2:6][C:4]([CH3:3])([CH3:11])[OH:5].[H:2][O:1][H:10] 7,10-7; 7,10-10,1; 1-10,1",Room Temperature,Propagation,abstraction
"[H:7][C:6]([H:8])[CH2:5][C:2]([CH3:1])([CH3:3])[OH:4].[O:9][O:10]>>[H:7][C:6]([H:8])([CH2:5][C:2]([CH3:1])([CH3:3])[OH:4])[O:9][O:10] 6-6,9; 9-9,6",Room Temperature,Termination,recombine
"[H:20][CH:21](CC(C)C)O.[OH:10]>>[H:20][OH:10].CC(C)C[CH:21]O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][CH:22]CC(C)C.[O:10][O]>>[H:20][O:10][O].CC(C)C[CH:22]=[O:21] 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][C:21](C)(C)CCO.[OH:10]>>[H:20][OH:10].C[C:21](C)CCO 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[C:10](C)CCO.[O:20][O]>>C[C:10](C)(CCO)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](CO)C(C)C.[OH:10]>>[H:20][OH:10].CC(C)[CH:21]CO 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(C)[CH:10]CO.[O:20][O]>>CC(C)[CH:10](CO)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]CC(C)(C)O.[OH:10]>>[H:20][OH:10].CC(C)(C[CH2:21])O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(C)(C[CH2:20])O.[O:10][O]>>CC(C)(C[CH2:20][O:10][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](C)C(C)(C)O.[OH:10]>>[H:20][OH:10].C[CH:21]C(C)(C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[CH:10]C(C)(C)O.[O:20][O]>>C[CH:10](C(C)(C)O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]C(C)(CC)O.[OH:10]>>[H:20][OH:10].CCC(C)([CH2:21])O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC(C)([CH2:10])O.[O:20][O]>>CCC(C)([CH2:10][O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]C(C)C(C)O.[OH:10]>>[H:20][OH:10].CC([CH2:21])C(C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC([CH2:10])C(C)O.[O:20][O]>>CC([CH2:10][O:20][O])C(C)O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](C)(C)C(C)O.[OH:10]>>[H:20][OH:10].CC([C:21](C)C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC([C:10](C)C)O.[O:20][O]>>CC([C:10](C)(C)[O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](C)(C(C)C)O.[OH:10]>>[H:20][OH:10].CC(C)[C:21](C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][C:22](C)C(C)C.[O:10][O]>>[H:20][O:10][O].CC(C)[C:22](=[O:21])C 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:4][C:3]1([CH2:5][CH2:6][CH2:7][CH2:8][CH:2]1[OH:1])[H:9].[H:11][O:10]>>[H:4][C:3]1[CH2:5][CH2:6][CH2:7][CH2:8][CH:2]1[OH:1].[H:11][O:10][H:9] 3,9-3; 3,9-9,10; 10-9,10",Room Temperature,Propagation,abstraction
"[H:4][C:3]1[CH2:5][CH2:6][CH2:7][CH2:8][CH:2]1[OH:1].[O:9][O:10]>>[H:4][C:3]1([CH2:5][CH2:6][CH2:7][CH2:8][CH:2]1[OH:1])[O:10][O:9] 3-3,10; 10-10,3",Room Temperature,Termination,recombine
"[H:20][C:21]1(O)CCCCC1.[OH:10]>>O[C:21]1CCCCC1.[H:20][OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][C:22]1CCCCC1.[O:10][O:11]>>[H:20][O:10].C1CC[C:22](=[O:21])CC1.[O:11] 10,11-10,20;10,11-11;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Propagation,retroaddition
"[H:20][CH:21](C(=O)C)C(C)(C)O.[OH:10]>>[H:20][OH:10].CC(=O)[CH:21]C(C)(C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(=O)[CH:10]C(C)(C)O.[O:20][O]>>CC(=O)[CH:10](C(C)(C)O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]C(C)(CC(=O)C)O.[OH:10]>>[H:20][OH:10].CC(=O)CC(C)([CH2:21])O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(=O)CC(C)([CH2:10])O.[O:20][O]>>CC(=O)CC(C)([CH2:10][O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](CO)O.[OH:10]>>[H:20][OH:10].C([CH:21]O)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][CH:22]CO.[O:10][O]>>[H:20][O:10][O].C([CH:22]=[O:21])O 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][C:21](C)(CO)O.[OH:10]>>[H:20][OH:10].C[C:21](CO)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][C:22](C)CO.[O:10][O]>>[H:20][O:10][O].C[C:22](=[O:21])CO 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][CH:21](C(C)O)O.[OH:10]>>[H:20][OH:10].CC([CH:21]O)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][CH:22]C(C)O.[O:10][O]>>[H:20][O:10][O].CC([CH:22]=[O:21])O 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"CC(C)([CH:20]=[CH2:21])O.[OH:10]>>CC(C)([CH:20]([CH2:21])[OH:10])O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[H:20][CH:21]=O.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].[CH:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21]=O.[O:10][O]>>[H:20][O:10][O].[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21]=O.[OH:10]>>[H:20][OH:10].[CH:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](=O)C.[OH:10]>>[H:20][OH:10].C[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[C:10]=O.[O:20][O]>>C[C:10](=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].C[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](=O)CC.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CC[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC[C:10]=O.[O:20][O]>>CC[C:10](=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)CC.[OH:10]>>[H:20][OH:10].CC[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](=O)CCC.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CCC[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC[C:10]=O.[O:20][O]>>CCC[C:10](=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)CCC.[OH:10]>>[H:20][OH:10].CCC[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)CC=O.[OH:10]>>[H:20][OH:10].C[CH:21]CC=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[CH:10]CC=O.[O:20][O]>>C[CH:10](CC=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C(C)C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CC(C)[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:1][O:2][N+:3](=[O:4])[O-:5].[CH3:6][CH:7]([CH3:8])[C:9]=[O:10].[O:11][O:12]>>[H:1][O:2][N+:3](=[O:4])[O-:5].[CH3:6][CH:7]([CH3:8])[C:9](=[O:10])[O:12][O:11] 9-9,12; 12-9,12",Room Temperature,Termination,recombine
"CC(C)[C:10]=O.[O:20][O]>>CC(C)[C:10](=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)CCCC.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CCCC[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCCC[C:10]=O.[O:20][O]>>CCCC[C:10](=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)CCCC.[OH:10]>>[H:20][OH:10].CCCC[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](CC)CC=O.[OH:10]>>[H:20][OH:10].CC[CH:21]CC=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC[CH:10]CC=O.[O:20][O]>>CC[CH:10](CC=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C=C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].C=C[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH2:1]=[CH:2][C:3]=[O:4].[O:5][O:6]>>[CH2:1]=[CH:2][C:3](=[O:4])[O:5][O:6] 3-3,5; 5-5,3",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C=C.[OH:10]>>[H:20][OH:10].C=C[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:1][OH:2].[CH2:3]=[CH:4][C:5]=[O:6].[O:7][O:8]>>[H:1][OH:2].[CH2:3]=[CH:4][C:5](=[O:6])[O:8][O:7] 5-5,8; 8-8,5",Room Temperature,Termination,recombine
"[H:4][C:3](=[O:5])[CH:2]=[CH2:1].[H:7][O:6]>>[H:4][C:3](=[O:5])[CH:2][CH2:1][O:6][H:7] 1,2-2; 1,2-1,6; 6-6,1",Room Temperature,Propagation,addition
"[H:6][O:5][CH2:4][CH:3][CH:2]=[O:1].[O:7][O:8]>>[H:6][O:5][CH2:4][CH:3]([CH:2]=[O:1])[O:7][O:8] 3-3,7; 7-7,3",Room Temperature,Termination,recombine
"[H:3][C:2](=[O:1])[C:4](=[CH2:6])[CH3:5].[N+:8](=[O:10])([O-:9])[O:7]>>[H:3][O:7][N+:8](=[O:10])[O-:9].[CH3:5][C:4](=[CH2:6])[C:2]=[O:1] 2,3-2; 2,3-3,7; 7-7,3",Room Temperature,Propagation,abstraction
"[CH3:4][C:3](=[CH2:5])[C:2]=[O:1].[O:6][O:7]>>[CH3:4][C:3](=[CH2:5])[C:2](=[O:1])[O:6][O:7] 2-2,6; 6-6,2",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C(=C)C.[OH:10]>>[H:20][OH:10].CC(=C)[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:6][OH:7].[CH3:1][C:2](=[CH2:3])[C:4]=[O:5].[O:8][O:9]>>[H:6][OH:7].[CH3:1][C:2](=[CH2:3])[C:4](=[O:5])[O:8][O:9] 4-4,8; 9-4,8",Room Temperature,Termination,recombine
"[H:6][C:2](=[O:1])[C:3](=[CH2:5])[CH3:4].[H:8][O:7]>>[H:6][C:2](=[O:1])[C:3]([CH3:4])[CH2:5][O:7][H:8] 3,5-3; 3,5-5,7; 7-7,5",Room Temperature,Propagation,addition
"C[C:10](CO)C=O.[O:20][O]>>C[C:10](CO)(C=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH3:21].[Cl:10]>>[H:20][Cl:10].[CH3:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH3:21].[OH:10]>>[H:20][OH:10].[CH3:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH3:10].[O:20][O]>>[CH3:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]C.[Cl:10]>>[H:20][Cl:10].C[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[CH2:10].[O:20][O]>>C[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]C.[OH:10]>>[H:20][OH:10].C[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]CC.[Cl:10]>>[H:20][Cl:10].CC[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC[CH2:10].[O:20][O]>>CC[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](C)C.[Cl:10]>>[H:20][Cl:10].C[CH:21]C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[CH:10]C.[O:20][O]>>C[CH:10](C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]CC.[OH:10]>>[H:20][OH:10].CC[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)C.[OH:10]>>[H:20][OH:10].C[CH:21]C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)CC.[Cl:10]>>[H:20][Cl:10].CC[CH:21]C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]CCC.[Cl:10]>>[H:20][Cl:10].CCC[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]CCC.[OH:10]>>[H:20][OH:10].CCC[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)CC.[OH:10]>>[H:20][OH:10].CC[CH:21]C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC[CH:10]C.[O:20][O]>>CC[CH:10](C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
